DOI,Author Keywords
10.1029/2005JE002462,
10.1007/s10661-005-9088-2,Capacity building; Community-based approach; Comprehensive environmental management plan (CEMP); Environmental management; Partnerships; Stakeholder; Sustainability
10.1111/j.1365-2907.2006.00094.x,Citizen science; Monitoring; Power analysis; Urban ecology
10.5751/ES-01673-110124,Acid rain; Anthropogenic change; Calcium; Citizen science; Forests; Habitat fragmentation; Invertebrates; Multiple scales; Soil; Synergistic effects
10.5751/ES-01681-110111,Citizen science; Crowsnest pass; Highways; Road ecology; Transportation; Web-based GIS; Wildlife-vehicle collisions
10.1111/j.1467-8306.2006.00512.x,Collaborative decision making; Decision support system; Group-based GIS; Participatory GIS; Water resource planning
10.1017/S0021932005000945,
10.1016/j.actaastro.2006.01.004,
10.1086/498593,
10.1111/j.1475-4959.2005.00173.x,Cameroon; Community forest management; Good governance; Participatory GIS; Participatory spatial planning
10.1177/1075547005281532,Framing; Nanotechnology; Public engagement; Public opinion; Public participation; Public understanding
10.1007/s10531-005-8413-y,Biodiversity; Ecological monitoring; Fish; Lac Alaotra; Lemurs; Locally-based monitoring; Madagascar; Participation; Waterbirds; Wetlands
10.1007/s10531-005-8392-z,Community-based natural resource management; Decision-making; Locally-based monitoring; Participatory monitoring; Philippines; Sustainability
10.1007/s10531-005-8406-x,Bwindi Impenetrable National Park; Locally-based monitoring; Mountain gorilla conservation; Protected area management; Ranger-based monitoring; Virunga Massif
10.1007/s10531-005-8377-y,China; Locally-based monitoring; Participatory monitoring; Perceptions; Process approach; Social change; Yunnan
10.1007/s10531-005-8391-0,Community development; Locally-based monitoring; Namibia; Natural resource monitoring; Wildlife management
10.1007/s10531-005-8410-1,Amazon river turtles; Cofán; Community-based monitoring; Ecuador; Freshwater resources; Locally-based monitoring; Podocnemis expansa; Podocnemis unifilis; Zábalo River
10.1007/s10531-005-8390-1,Co-management; Forest; Laos; Locally-based monitoring; Natural resource management; Participation; Participatory monitoring; Sustainability
10.1007/s10531-005-8389-7,Institutionalisation; Kenya; Key biodiversity area; Locally-based monitoring; Participatory monitoring; Site Support Group
10.1007/s10531-005-8417-7,Abundance; Distribution; List-reporting rates; Locally-based monitoring; Monitoring; Resource-poor; Volunteer-based monitoring
10.1007/s10531-005-8416-8,Common property resources; Community-based conservation; Crayfish; Efficiency; Locally-based monitoring; Madagascar; Mark-and-recapture; Non-timber forest products; Participatory monitoring; Power analysis; Sustainable harvesting; Willingness to pay
10.1007/s10531-005-8401-2,Capitanía de Alto y Bajo Isoso; Catch-per-unit-effort; Community wildlife management; Hunter self-monitoring; Kaa-Iya del Gran Chaco National Park; Locally-based monitoring; Sustainable use; Tapirus terrestris; Tayassu pecari
10.1007/s10531-005-8414-x,Community; Locally-based monitoring; Management; Participatory monitoring; Philippines; Protected; Reef
10.1007/s10531-005-8399-5,Community-based; Forest management; Locally-based monitoring; Miombo woodland; Montane forest; Natural resource management; Participatory monitoring; Tanzania
10.1007/s10531-005-8402-1,Community-based conservation; Ecological monitoring; Ecuador; Important Bird Area; Locally-based monitoring; Tropical biodiversity
10.1007/s10531-005-8404-z,Developing countries; Locally-based monitoring; Population trends; Power analysis; Ranger-based monitoring; Sampling effort; Sustainability; Wildlife monitoring
10.1007/s10531-005-8375-0,2010 target; Accuracy; Biodiversity monitoring; Citizen science; Community-based monitoring; Community-based natural resource management; Conservation costs; Conservation impact; Decision-making; Local constituencies; Locally-based monitoring
10.1016/j.applanim.2005.04.003,Citizen science; Conservation; Gardens; Population decline; Songbirds
10.1177/0963662505056611,
10.1177/0963662505056616,
10.1177/0001699305056565,Biotechnology; Public engagement; Science film; Science in society; Sweden
10.1111/j.1365-2664.2005.01050.x,Monitoring; Periodic logistic regression; Population trends; Reporting rates; Urban greenspace
10.1111/j.1365-2664.2005.01059.x,BBS; Breeding bird survey; CBC; Christmas bird count; Citizen science; Monitoring; Private land; Volunteers
10.1080/14636770500184842,
10.1080/09500690500069483,
10.1038/4351018a,
10.1111/j.1523-1739.2005.00s01.x,
10.1136/jech.2004.021279,
10.1177/1075547004273091,Genetically modified foods; GM foods; GM Nation; Public dialogue; Public engagement in science; Science policy; The BA
10.1016/j.socscimed.2004.06.016,Amazon; Ecuador; Environment; Oil development; Popular epidemiology
10.1111/j.1523-1739.2005.00548.x,Pteropus; Western Indian Ocean
10.1162/leon.2005.38.5.383,
10.1177/1075547005281531,Governance; Imaginaries; Nanotechnology; Upstream public engagement
10.1111/j.1475-682X.2005.00113.x,
10.1080/13549839.2005.9684248,
10.1080/15627020.2005.11407305,Abundance; Cape parrot; Census techniques; Citizen science; Conservation; Poicephalus robustus; Volunteer monitoring
10.1080/08941920490493837,Citizen science; Grass-roots environmental management; Opportunity structures; Resource mobilization; Stream monitoring; Volunteer macroinvertebrate monitoring; Water quality monitoring
10.1080/08941920490493846,Community science; Environmental stewardship; Public-interest science; Volunteer monitoring
10.1177/1075547004268463,Current science; Evaluation; Museum; Public engagement; Public understanding; Science center
10.1080/08941920490452526,Citizen-scientist cooperation; Community-participatory health survey; Downwinders; Environmental radioactivity; Hanford; Popular epidemiology; Radiation health effects; Radioactive fallout
10.1093/ije/dyh010,
10.1016/j.envres.2003.08.003,Asthma; Community-based research; Environmental intervention; Exposure assessment
10.1023/B:EMAS.0000016885.00426.c0,Breeding birds; Community-based monitoring; Ecological criteria; Long-term environmental monitoring; Selection of monitoring sites; Socio-economic criteria
10.1016/j.apgeog.2004.03.006,Conservation planning; Local values; Participatory GIS; Spatial analysis
10.1111/j.1467-8306.2004.09401003.x,Conflict resolution; Ghana; Participatory GIS; Resource management; Values and interests
10.1111/j.0021-8790.2004.00807.x,Avian disease; Carpodacus mexicanus; Citizen science; Geographical variation; Host-parasite dynamics; Mycoplasma gallisepticum
10.1023/B:EMAS.0000009228.09204.b7,Bythotrephes; Non-indigenous species; Sampling audit; Volunteer sampling program; Zooplankton
10.1080/07438140409354355,MPCA tube; NOAA GLOBE tube; Non-point pollution; NTU turbidity; Ohio Sediment Stick o; Streams; Total suspended solids; Transparency tube; Volunteer monitoring
10.1016/j.eiar.2003.12.002,Environmental Impact Assessment; Research; Role of science; Theory
10.1177/1075547003262665,ESOF2004; Euroscience open forum 2004; Public communication of science and technology; Responsive mode; Understanding of research
10.1111/j.0361-3666.2004.00266.x,Coliform indicators; Contamination; Disaster events; Hydrogen-sulphide test; Remote island communities; Tropical cyclone; Water quality
10.1097/01.GIM.0000093976.08649.1B,Genebank; Genetic databases; Genetics and ethics; Population genetics; Public health genetics
10.1038/nrg1182,
10.1023/A:1025545813057,Community based monitoring; Ecosystem change; Influence; Sustainability
10.1023/A:1025549913965,Climate change; Lake ice; Monotonic trend tests; Ontario; Phenology; Volunteer monitoring
10.1023/A:1025593728986,Decision-making; Demand-driven; Ecological Monitoring and Assessment Network; Environmental monitoring; Landscapes; Sustainability
10.1016/S0301-4797(03)00063-X,China; Indicators; Public engagement; Sustainable development
10.1126/science.300.5628.2026,
10.1002/pam.10138,
10.3200/AEOH.58.5.267-274,"129I; 131I; Brain tumors; Community-based research; Downwinders; Environmental radioactivity; Female reproductive cancers; Hanford, Washington; Popular epidemiology; Thyroid cancers"
10.1016/S0006-3207(02)00253-7,1% thresholds; Great Britain; Population estimates; Wetland Bird Survey; Wintering waterbirds
10.1126/science.299.5609.977,
10.1659/0276-4741(2003)023[0320:GAATIP]2.0.CO;2,
10.1289/ehp.6196,Community-based participatory research; Environmental health; Ethnography; Multisite research; Popular epidemiology; Qualitative methods
10.1016/S0197-3975(03)00005-5,Governance; Participatory spatial planning; Participatory-GIS; Spatial knowledge
10.5751/ES-00505-070103,
10.1016/S1462-9011(03)00077-7,Biocultural; Citizen science; Democracy; Human ecosystems; Public participation
10.1023/A:1021362032676,Golf course ponds; Harmful algal blooms; Holding ponds; Monitoring; Nutrient loading; Phytoplankton; Red tide; Residential development
10.1023/A:1021300302208,Citizen science; Conservation; Coral reef; Marine fish; Reef fish; Volunteer monitoring
10.1614/0043-1745(2002)050[0547:PSLWSW]2.0.CO;2,Civic science; Integrated weed management; Public science; Social learning; Sustainability science
10.1016/S0955-5986(02)00056-0,Hydrological data dissemination; Hydrometric networks; River flow data
10.1016/S0308-521X(01)00102-0,Constructivist learning; Joint-learning; Participatory GIS; Participatory technology development; Social learning; Terraced agriculture; Watershed management
10.1080/07438140209353924,Frozen water storage; Sample preservation; Volunteer lake monitoring
10.1179/oeh.2002.8.3.220,Community monitoring; Indonesia; Integrated pest management; Pesticides; World Bank
10.1080/13658810110075987,
10.2307/3298560,Biodiversity Recovery Plan; Chicago Wilderness; Citizen science; Coalition; Conservation education; Forest preserves; Fragmentation; Metropolis; Mosaic; Natural communities; Oak savannas; Oak woodlands; Prairies; Public outreach; Remnants; Restoration; Urban
10.1038/414587a,
10.1071/MF01194,Abundance; Distribution; Ecology; Long-term monitoring
10.1016/S0964-5691(01)00054-0,
10.1080/13576280110051055,Community-based participatory research; Policy recommendations for research partnerships; Research partnerships for health
10.1080/09537320120040419,
10.1080/00958960109599132,
10.7589/0090-3558-37.1.72,Carduelis tristis; Carpodacus mexicanus; Carpodacus purpureus; Conjunctivitis; Epidemiology; Host range; Mycoplasma gallisepticum
10.1002/1098-2736(200101)38:1<70::AID-TEA5>3.0.CO;2-L,
10.3828/twpr.23.3.fm4q702t823g152v,
10.3828/twpr.23.3.fm4q702t823g152v,
10.5751/ES-00160-040109,Citizen science; Exclusion; Global development; Green revolution; New culture; Plant biotechnology; Poverty; Public participation
10.1177/00027640021956387,
10.1002/(SICI)1098-237X(200003)84:2<265::AID-SCE7>3.0.CO;2-5,
10.1177/030631200030001005,Core set; Lay expertise; Occupational health; Pneumoconiosis; Popular epidemiology
10.1080/089419200403866,Civic science; Community-forest relations; Participatory research; Sense of place; Social assessment
10.1080/00103620009370533,
10.1080/095006999290363,
10.1046/j.1526-0992.1998.98099.x,
10.1146/annurev.publhealth.19.1.173,Collaborative research; Community-centered research; Participatory action research; Participatory research; Public health partnerships
10.1016/S1353-8292(98)00032-X,Cancer; Environmental health; Place; Popular epidemiology; Risk; Social construction of health
10.1177/1075547098020001008,
10.7589/0090-3558-34.2.281,Carpodacus mexicanus; Citizen science; Conjunctivitis; Epidemiology; House finches; Mycoplasma gallisepticum; Risk factors; Survey
10.1177/095624789500700119,
10.2307/1467735,
10.1007/BF02188873,
10.1080/00369229418736902,Civic science; Environment; Global change; Sustainable development
10.1007/BF00547494,
10.1080/00139157.1993.9929114,
10.2307/2137356,
10.1002/tea.3660210902,
10.1111/2041-210X.13165,citizen science; conservation; deep learning; monitoring; population ecology; surveys
10.1016/j.ijhcs.2018.12.001,Citizen participation; Crowdsourcing; Environmental monitoring; Mobile computing; Urban computing
10.1002/eap.1849,automated classification; citizen science; crowdsourcing; false-positive error; misclassification; remote camera; species distribution model
10.1111/tran.12258,affect; citizen science; emotional spatiality; relational geographies; river monitoring; woodland phenology
10.1007/s10113-018-1350-6,Citizen science; Data quality; LTER; Population trends; Species and habitats of community interest; Vulnerable plant species
10.1016/j.scitotenv.2018.10.074,Decision support tools; Marine conservation; Marine infrastructures; Marine spatial planning; OECM
10.1016/j.scitotenv.2018.09.257,Awareness; Low-cost sensors; Node; Performance; Platform; Uncertainty; Validation
10.1073/pnas.1807190116,Biological sciences; Citizen science; Human computing interaction; Machine learning; Physical sciences
10.1073/pnas.1807186115,Citizen science; Crowdsourcing; Dabblers; Data quality; Retention
10.1098/rsos.181871,Citizen science; Community-based monitoring; Total coliforms; Water quality
10.1177/1048291118810871,citizen science; community-based participatory research; Deepwater Horizon oil spill; environmental justice; GC-HARMS; knowledge hybrids
10.1016/j.fishres.2018.10.011,Presence-only data; Pseudo-absences; Spatially-explicit ecosystem models; Species distribution models; U.S. Gulf of Mexico
10.1007/s00484-018-1636-x,Accuracy; Citizen science; Climate change; European Alps; Mountain; Volunteer retention
10.1098/rstb.2017.0388,Carbon dioxide; Citizen science; Ginkgo biloba; Palaeoclimate; Zooniverse
10.1098/rstb.2017.0394,Citizen science; Digitization; Geographical range; Herbarium specimens; Phenological sensitivity; Phenology
10.1098/rstb.2017.0392,Ancient DNA; Fungarium specimens; Invasive species; Phenology; Red-listing; Species distribution modelling
10.1080/21548455.2018.1542752,citizen science; data visualization; Environmental communication
10.1080/10871209.2018.1517227,Audubon Christmas bird count; birders; conservation; duck stamp; recreation specialization
10.3389/fenvs.2019.00010,Citizen agency and behavior; Citizen Social Science; Climate policy and governance; Co-production and co-learning; Science-policy
10.22323/2.18010207,Citizen science; Environmental communication; Public understanding of science and technology
10.22323/2.18010203,Citizen science; Public engagement with science and technology
10.22323/2.18010501,Citizen science
10.22323/2.18010204,Citizen science; Public engagement with science and technology; Social inclusion
10.1002/fsh.10186,
10.1371/journal.pone.0210007,
10.1177/0741088318809361,citizen science; digital writing; multimodal semiotics; scientific writing; writing in the disciplines
10.1016/j.jvolgeores.2018.11.005,Citizen science; Geoscience hazards outreach; Methodological reflection; Saint Lucia; Stakeholder engagement; Volcanic emissions
10.1111/2041-210X.13099,animal identification; camera trap; citizen science; convolutional neural networks; deep learning; machine learning
10.1016/j.envpol.2018.10.064,Air pollution monitoring; Citizen science; Indoor air pollution; Lower-cost sensor technology; Sensor calibration
10.1016/j.ocecoaman.2018.09.017,Local knowledge; Marine protected areas; Participatory mapping; Resource governance; Small-scale fisheries
10.1016/j.ocecoaman.2018.09.018,Bottlenose dolphin; Cetacean; Citizen science; Ecologically/biologically significant areas; Kriging
10.1016/j.compenvurbsys.2018.09.002,Civic participation; Disaster; Flood mapping; Situational awareness; Social media; VGI
10.1016/j.astropartphys.2018.08.009,Citizen science; Classification; Convolutional neural network; Cosmic rays; Deep learning
10.1016/j.jenvman.2018.06.053,American mink; Grey squirrel; Himalayan balsam; Invasive alien species; Neoliberalism; Volunteer engagement
10.1080/09581596.2017.1395393,Citizen science; community participation; population health; science communication
10.3390/ijgi7120484,Geographical information system; Geomorphology; History; Methana peninsula; Story map
10.1016/j.foreco.2018.08.040,Airborne laser scanning (ALS); Citizen Science (CS); Forest bird habitats; Habitat modelling; Light detection and ranging (LiDAR)
10.1007/s13253-018-0332-y,Citizen science; Mixture models; Phenology; Population trends; Productivity; Stopover models
10.3390/insects9040186,BioSCAN; California; iNaturalist; Lepidoptera; Los Angeles; Malaise trap; Pollard walk
10.3996/112017-JFWM-095,Lek count; Michigan; Minnesota; Population monitoring; Training; Volunteer
10.5751/ACE-01265-130209,Amateur naturalists; Citizen science; Motivations; Participation; Volunteers
10.1029/2018EA000454,aurora; citizen science; data set; space weather
10.1038/s41598-018-36152-2,
10.1371/journal.pone.0207219,
10.1029/2018RG000616,big data; categorization; crowdsourcing; data collection; geophysics
10.1007/s11412-018-9287-9,Citizen science; CSCL; Educational change; Research-practice partnership
10.1007/s10841-018-0097-1,Biodiversity monitoring; Butterflies; Citizen science; Insect conservation; Motivation; Social network analysis
10.1038/s41598-018-35318-2,
10.1111/tgis.12486,
10.1016/j.onehlt.2018.10.002,Arctic; Citizen science; Environmental health; One Health action; Social media
10.1038/s41598-018-33900-2,
10.1002/aqc.2974,crayfish; cultural keystone; flagship species; freshwater protected areas
10.1016/j.biocon.2018.09.032,Athene noctua; Citizen science; Farmland; Germany; Radio-telemetry; Resource selection functions; Scale optimisation; Switzerland
10.1007/s11023-018-9478-1,Bursts; Complexity science; Epistemology; Information; Information cascades; Information dynamics; Information theory; Knowledge; Network science; Philosophy; Socio-technical systems; Temporal data mining; Time; Truth
10.1016/j.jth.2018.08.001,
10.1111/ele.13157,Citizen science; ecological networks; ecosystem services; food webs; pollination; resilience; stability
10.1007/s11252-018-0795-1,Citizen science; Erinaceus europaeus; Hedgehog; Population monitoring; Urban conservation; Urban wildlife
10.1016/j.chb.2018.08.017,Citizen science; Crowd; Extrinsic motivations; Intrinsic motivations; Participation; Rewards
10.1177/1070496518794796,Afro-descendants; artisanal gold mining (AGM); cartography; CLISAR; contamination; sensors
10.1186/s40594-018-0099-2,Citizen science; Community; Engineering and science practices; Experiential education; High school research; Mentor; Stormwater; Underrepresented in STEM
10.1002/aqc.2937,elasmobranchs; fish; fishing; marine protected area; monitoring; ocean; protected species; recreation; sublittoral
10.1002/rse2.84,Camera traps; citizen science; crowdsourcing; data classification; data science; MammalWeb
10.1007/s10606-018-9327-z,Citizen science; Coordination; Online communities; Structuration; Zooniverse
10.1017/S0376892918000115,Aichi Targets; biodiversity inventories; completeness; conservation; invertebrates
10.1038/s41598-018-21900-1,
10.1002/joc.5857,climate change; cloud computing; gridded time series analysis; scale theory; spatio-temporal trend analysis; spring phenology; volunteered geographic information
10.1186/s12898-018-0207-7,Carnivores; Human-wildlife interaction; Public participation; Remote sensing; Urban ecosystems; Vulpes vulpes
10.1073/pnas.1716869115,Citizen science; Closed-loop optimization; Human; Optimal control; Problem solving; Ultracold atoms
10.1186/s12920-018-0423-1,Citizen science; Genome app; Genome donation; Genome reports; Open access; Open consent; Personal genomics
10.1186/s12920-018-0423-1,Citizen science; Genome app; Genome donation; Genome reports; Open access; Open consent; Personal genomics
10.1080/09500693.2018.1520405,attitude; biodiversity; Citizen science; evaluation; learning outcomes; motivation; science education; students
10.1098/rspb.2018.1977,Agriculture; Citizen science; Extension; Food science; Grand challenges; Sustainable development goals
10.3390/app8112315,Diver; SCUBA; Temperature measurement; Underwater
10.3389/feart.2018.00183,Digital volunteering; Disaster management; Geoweb; Resilience; Social media; Volunteered geographic information (VGI)
10.3389/feart.2018.00184,Capacity building; Community-based disaster risk management; Interdisciplinary; Resilience; Transdisciplinary
10.3390/s18113794,Computer interaction; Human; Pedestrian routing; Volunteered geographic information
10.1080/09669582.2018.1526297,Environmental self-efficacy; environmental stewardship; environmental volunteer travel; hedonic motivations
10.3390/s18113768,Air quality; Citizen science; Low-cost portable sensor system; User experience; User needs
10.1080/13658816.2018.1480784,community engagement; food systems; Public participation GIS; urban applications
10.3391/mbi.2018.9.4.14,Awareness; Ecology; Engagement; Science communciation; Social media
10.3390/rs10111828,Citizen's science; Community engagement; Disaster Risk Reduction (DRR); Geographical information systems (GIS); Risk mapping; SENDAI framework
10.3390/ani8110190,Behaviour change; Citizen science; Domestic cats; Evaluation; Pet cat management
10.1017/eaa.2018.12,Bürgerwissenschaft; Neandertaler; Netzwerkanalyse der Zitate; nördliche Verbreitung; Skandinavien; StichworteForschungsgeschichte
10.3390/ijerph15112443,Completeness; Epidemiology; Exposure assessment; OpenStreetMap; Positional accuracy; Public health
10.1002/ece3.4567,bobcat; Canada lynx; expert identification; image classification; Lynx canadensis; Lynx rufus
10.1111/ddi.12782,citizen science; generalized regression; humpback whales; machine learning; species distribution models; support vector machines
10.1111/fog.12279,Atlantic herring (Clupea harengus); Atlantic mackerel (Scomber scombrus); butterfish (Peprilus triacanthus); fishery-dependent data; marine pelagic fish; maximum entropy (MaxEnt); satellite remote sensing data
10.1038/s41370-018-0077-2,A-weighted; C-weighted; Citizen science; Environmental noise; Noise pollution; Smartphone
10.1016/j.envsci.2018.08.015,Deliberation; Democracy; ICT; Participation; Urban; Water
10.1177/1048291118795156,CBPR; citizen science; cumulative risk; environmental health literacy; petrogenic polycyclic aromatic hydrocarbons
10.1111/gec3.12404,data-driven geospatial semantics; geo-text data; natural language processing; spatial analysis; spatial and text data mining; spatial data science
10.1016/j.biocon.2018.09.016,Citizen science; Koala; PPGIS; Public participation; VGI; Wildlife observation
10.1111/2041-210X.13063,house spiders; phenology; social media; spatial ecology; starling mumurations; Twitter mining; winged ants
10.1016/j.njas.2018.07.008,Action research; Agricultural development; Citizen science; Collective action; Connective action; Environmental observatories; ICT; Public goods
10.1016/j.njas.2018.07.007,Diseases; Empowerment; EVOCA; Human–wildlife conflicts; Insecurity; Mobile phones
10.1016/j.exis.2018.07.011,Communications; Fracking; Public engagement; Shale gas and oil; Unconventional energy
10.1111/gcb.14358,biodiversity; biomonitoring; citizen science; climate change; global change; phenology; species distributions; species richness
10.1016/j.landurbplan.2018.07.006,Birds; Functional traits; Land use gradient; List Length Analysis; Urbanisation
10.1111/1365-2664.13180,biological recording; citizen science; data archiving; monitoring scheme; open data; quality assurance; volunteer
10.1016/j.ecolind.2018.06.064,Citizen science; Hierarchical occupancy models; Panthera pardus saxicolor; Sign survey; Spatial dependency
10.1016/j.marpol.2018.05.021,Blue economy; Decommissioning; Environmental assessment; Offshore energy; Open access; ROV survey
10.1016/j.njas.2018.05.001,Agricultural extension; ICT4Ag; ICT4D; Information Communication Technology; Innovation intermediation
10.1016/j.njas.2018.03.002,Agricultural transformation; Banana wilt disease; Digital innovation; Environmental monitoring; ICT4Ag; Systems analysis
10.1177/0162243918758380,citizen science; engagement; environmental justice; expertise; inequality; intervention; justice; protest
10.3390/geosciences8100379,Decision support; Participatory GIS; Planning; Prioritization; Seafloor mapping
10.3354/dao03284,Coral disease; Global climate change; Heat wave; Marine animal forests; Marine protected areas; Mediterranean Sea
10.1080/00222933.2018.1537407,Giant anteater; Individual recognition; Matrix photo-identification; Natural markings; Pantanal
10.3390/su10103610,Citizen science; Citizen scientist; Communities of practice; Environmental literacy; Taiwan Roadkill Observation Network
10.1080/13658816.2018.1470633,demographic analysis; Internet microdata; migration; small area geography; Web census
10.1080/13658816.2018.1464167,census data; internet GIS; Open source; public participation GIS
10.1080/19479832.2018.1504825,completeness; Data quality; geometric properties; linear matching algorithm; VGI
10.1080/21548455.2018.1475780,citizen science; Informal education; motivation; out of school learning
10.4103/cs.cs_16_52,biodiversity assessments; hierarchies of knowledge; IUCN Red List; Local knowledge
10.1080/11956860.2018.1498226,community-based environmental monitoring; environmental education and stewardship; George River watershed; Nunavik; participatory action research; traditional ecological knowledge
10.3390/ijgi7100390,Geoinformation properties; LUC; LUCC; Raster generalization; Spatial analysis
10.1016/j.ascom.2018.09.002,Amateur public observatory; Astronomy education; Citizen science; Robotic telescope; System integration
10.1111/cobi.13121,aficionado; amateur; diversidad; diversity; enseñanza de la micología; grupos de estudio; studies group; teaching mycology
10.1111/cobi.13103,archaeology; arqueología; botanical garden; bureau of land management; Buró de Administración de Suelos; ciencia ciudadana; citizen science; evaluación rápida; jardín botánico; manejo de recursos; museo; museum; rapid assessment; resource management
10.2984/72.4.1,citizen science; diversity; gelatinous; in situ; micronekton; night; plankton; survey
10.1111/tgis.12461,
10.1007/s13364-018-0371-3,Canis lupus; Costs; DNA; GPS; Observations; Population monitoring; Volunteers
10.1038/nbt.4225,
10.1007/s12524-018-0833-8,Biodiversity; Citizen science; Crowdsourcing; Himalaya; Information technology
10.1016/j.apgeog.2018.08.003,Critical GIS; Disaster recovery; Environmental perception; Mixed methods; Spatial indicators; Volunteered geographic information (VGI)
10.1016/j.biocon.2018.07.024,Cetaceans; Citizen science; Map comparison; Marine mammals; Spatial statistics; Uncertainty
10.1016/j.earscirev.2018.07.006,Collaborative observation; Focusing service; Geoscience; Geospatial; Infrastructure; Integrated management; Scalable processing; Sensor web
10.1177/0899764018783066,data collection; motivations; online; online research projects; online surveys; scientific surveys; volunteer functions inventory; volunteering; volunteers
10.1016/j.jag.2018.05.022,Cartographic generalization; Data matching; Incremental update; Multiple representation databases; OpenStreetMap; Volunteered geographic information
10.1007/s10333-018-0664-9,Citizen Science; Ecosystem functions; Learning outcomes; Motivations; Philippines
10.1007/s11252-018-0774-6,African woolly-necked storks; Domestic gardens; Questionnaire survey; Supplementary feeding; Urbanisation
10.1007/s00267-018-1076-8,Attitudes; Compromise; Environmental conflict potential; PGIS; Reciprocal triangulation; Tarkine
10.1016/j.future.2018.05.028,Credibility; Human computation; Inter-rater agreement; Task replication
10.1016/j.jastp.2018.05.006,Auroral equatorward boundaries; Citizen science; Empirical models
10.1016/j.scitotenv.2018.04.403,Agricultural pest; Bayesian regularization regression; Citizen science; Horseshoe; Horseshoe+; Introduced species; Laplace; Multicollinearity
10.1016/j.jenvrad.2018.04.018,Citizen science; Data calibration; Fukushima Daiichi; Safecast data; Volunteered geographic information
10.1016/j.chb.2018.04.004,Citizen science; Collaborative learning; Computer-based learning environments; Engagement; Participatory modeling; Scientific practices
10.1016/j.marpol.2017.11.033,Conflict resolution; Marine debris; Mitigation; PPGIS; Risk
10.3390/su10103513,E-governance; E-tools; ICT; Location-based services; Public participation geographic information system; Volunteered geographic information
10.1108/IJDRBE-02-2017-0015,Climate change; Infrastructure; Participatory approaches; Pedagogy; Resilience; Social inclusion
10.3390/su10103447,Engineering and Mathematics Education (STEM); Innovation Diffusion Theory (IDT); OpenStreetMap (OSM); Partial Least Squares Structural Equation Modeling (PLS-SEM); Science; Technology; Technology Acceptance Model (TAM); Volunteered Geographical Information (VGI)
10.3390/app8101743,Citizen science; Marine environment monitoring; Marine pollution; Marine traffic; Oil spills; Volunteered geographic information
10.3390/s18093056,Citizen science; Cluster analysis; Physical activity; Sedentary behavior; Walking
10.3390/app8091573,Audio classification; Audio processing; Bioacoustics; Convolutional neural networks; Deep learning; Ecoacoustics; Electronic beehive monitoring; Machine learning
10.3390/ijerph15091926,Android application; Civil protection; DG-ECHO; Flood risk; Preparedness; Prevention
10.4031/MTSJ.52.5.9,Exploration; Human in-situ observation; Innovation; Manned submersibles; Ocean research
10.3390/publications6030036,Bibliometric analysis; Citizen science; Science shops
10.1111/jav.01778,avian coloration; citizen science; urbanization
10.1525/abt.2018.80.7.501,biodiversity crisis; biodiversity informatics; citizen-science; crowdsourcing; higher education; natural history education; NatureAtlas; Web 2.0
10.3390/land7030103,Change detection; Citizen science; Collaborative mapping; Community science; Land cover; Land use
10.3390/ijgi7090359,Flood risk; Participatory mapping; Santiago de Chile; Survey-based mapping; Volunteered geographic information (VGI)
10.3391/bir.2018.7.3.17,Citizen science; Distribution; Invasive alien species; Non-native species; Observation; Waarnemingen.be
10.1175/BAMS-D-17-0147.1,
10.1002/wsb.903,acorns; berries; citizen science; fruits; mast production; MI-MAST; Michigan; wildlife food
10.2478/quageo-2018-0030,citizen science; Geoweb methods; GIScience; public participation; urban planning
10.1002/bewi.201801901,Ethics management; Neurotechnology; Responsibility; Social contract with science
10.1111/aec.12608,citizen science; pollinators; science education; science engagement; urban ecology
10.1007/s12517-018-3849-z,Data integration; Different LODs; Outdoor sports data; VGI
10.1002/fee.1826,
10.1016/j.apgeog.2018.07.013,Malaria; Open data; Participatory; Remote sensing; Sustainable development goals
10.1016/j.biocon.2018.07.007,Alien species; Conservation gaps; Knowledge gaps; Marine protected areas; Natura standard data forms
10.1016/j.biocon.2018.03.024,Citizen science funding; Civic participation; Environmental citizen science; Environmental education; Learning; Public participation in scientific research
10.1016/j.ocecoaman.2018.06.016,
10.1016/j.biocon.2018.06.019,Citizen science; Highways; Non-experts; Road ecology; Roadkill; Species-identification
10.1016/j.ocecoaman.2018.06.008,Coastal pollution monitoring; Public participation; The Caspian Sea; Volunteered geographic information system
10.1016/j.ocecoaman.2018.05.023,Citizen science; Conservation; Sharks; Spatial ecology; Thailand; Tourism; Visual census
10.1007/s00216-018-0989-7,Citizen science; Consumer; Food allergen; Immunoassay; Multiplex; Smartphone
10.1016/j.epidem.2018.03.003,Contact data; Fine-level spatial simulation; Human mobility; Influenza dynamics; Mobile phone data
10.1038/s41370-017-0015-8,Biomonitoring; Criteria pollutants; Emerging contaminants; Inhalation exposure; Personal exposure; Volatile organic compounds
10.1016/j.marpolbul.2017.11.005,Citizen science; Community engagement; Seagrass; Seagrass conservation; Seagrass research
10.1017/S0959270917000235,
10.3390/ijgi7090376,Consumption behavior; Cultural boundaries; GIS; Machine learning; Natural Language Processing (NLP); Urban computation; Volunteered Geographic Information (VGI); Word2Vec; Yelp
10.3390/ijgi7090360,3D modelling; Crowdsourcing; Heritage documentation; Online community; Volunteered geographic information; Web-mapping
